Month,monthNumber,Date,tempMin,tempAvg,tempMax,humidityMin,humidityAvg,humidityMax,Disease
April,4,21,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
April,4,22,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
April,4,23,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
April,4,24,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
April,4,25,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
April,4,26,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
April,4,27,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
April,4,28,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
April,4,29,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
April,4,30,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
April,4,31,25,35,45,20,32,45,"Heatstroke, Food Poisoning, Mumps, Spring Allergies, Poison Ivy Rash, Heat Rash, Viral Meningitis, Lyme Disease (Tick Season), West Nile Virus (Early Mosquitoes), Spring Migraine (Weather Changes), Strep Throat (Spring Wave), Whooping Cough (Pertussis), Coxsackievirus (Hand, Foot, Mouth), Spring Fatigue, Exercise-Induced Asthma, Sun Poisoning, Heat Cramps, Spring Bronchitis, Allergic Conjunctivitis, Dust Allergy"
May,5,1,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,2,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,3,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,4,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,5,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,6,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,7,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,8,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,9,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,10,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,11,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,12,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,13,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,14,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,15,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,16,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,17,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,18,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,19,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,20,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,21,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,22,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,23,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,24,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,25,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,26,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,27,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,28,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,29,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,30,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
May,5,31,27,38,50,20,30,40,"Heat Exhaustion, Hypoglycemia (Diabetic Risk), Water-borne Parasites (Giardia), Dehydration, Swimmer’s Ear, Trench Foot (Humidity), Athlete’s Foot, Heat Syncope, Sun Allergy (PMLE),Jellyfish Stings, Poison Oak Rash, Cyclospora (Parasitic Diarrhea), Spring Flu (Late Season), Mold Allergies, Pollen-Induced Asthma, Heat Edema, Insect Bite Allergies, Summer Cold (Adenovirus), Hyperthermia"
June,6,1,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,2,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,3,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,4,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,5,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,6,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,7,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,8,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,9,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,10,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,11,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,12,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,13,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
June,6,14,15,25,30,60,72,85,"Pre-Monsoon Heatwave Illness, Early Monsoon Onset Diseases, Skin Rashes & Fungal Infections, Prickly Heat, Leptospirosis (Early Rain), Dengue (Early Cases), Scabies (Humidity), Conjunctivitis (Pink Eye),Stomach Flu (Rotavirus), Typhoid (Contaminated Water), Cholera (Sporadic Cases), Heatstroke (Peak Summer), Sunstroke, Fungal Nail Infections, Swimmer’s Itch, Algae Toxin Poisoning, Foodborne Botulism, Summer Migraine (Dehydration), Heat Hyperpyrexia,Monsoon Allergies"
